0.431730	-0.277052	-1.000000
-0.456940	0.123121	1.000000
-0.364044	0.056578	1.000000
-0.378817	-0.588245	-1.000000
0.675972	-0.707872	-1.000000
0.011503	-0.085456	1.000000
0.258352	0.080518	1.000000
-0.048547	0.982165	-1.000000
-0.008232	-0.787624	-1.000000
-0.003372	-0.083420	1.000000
-0.024038	-0.007399	1.000000
-0.019241	0.016492	1.000000
-0.058106	-0.121342	1.000000
-0.189853	-0.824278	-1.000000
0.296149	0.108523	1.000000
-0.414050	-0.046976	1.000000
-0.319799	-0.415995	-1.000000
-0.037575	-0.462815	1.000000
-0.290213	-0.221705	1.000000
0.164359	-0.895772	-1.000000
0.015921	-0.011506	1.000000
0.367980	-0.905733	-1.000000
-0.036916	-0.555369	-1.000000
0.367916	0.587308	-1.000000
0.245351	0.053838	1.000000
0.242370	-0.768426	-1.000000
0.217783	-0.274089	1.000000
0.560888	-0.804364	-1.000000
0.097198	0.850547	-1.000000
0.336383	0.535745	-1.000000
0.029956	0.823373	-1.000000
-0.180657	0.202303	1.000000
-0.659674	0.488083	-1.000000
-0.029324	0.103398	1.000000
-0.626045	0.418645	-1.000000
0.841862	-0.201919	-1.000000
-0.322458	-0.060776	1.000000
-0.021007	-0.015826	1.000000
0.439612	0.018330	1.000000
-0.111788	-0.179976	1.000000
0.026139	-0.140242	1.000000
0.265693	0.139560	1.000000
-0.866632	0.144234	-1.000000
-0.349056	-0.493675	-1.000000
0.310121	0.757709	-1.000000
-0.587283	-0.102158	-1.000000
0.506890	-0.648183	-1.000000
-0.041632	-0.717592	-1.000000
0.011739	0.004444	1.000000
0.287043	0.066923	1.000000
-0.964682	-0.156748	-1.000000
-0.725998	0.008344	-1.000000
0.222745	0.268047	1.000000
0.108117	0.235212	1.000000
-0.397548	-0.723133	-1.000000
0.246033	0.488071	-1.000000
-0.054469	-0.387360	1.000000
-0.010853	0.002038	1.000000
0.025770	0.753235	-1.000000
0.117692	0.397266	1.000000
0.360758	-0.203054	1.000000
0.217127	-0.045084	1.000000
-0.390223	-0.665925	-1.000000
-0.084444	-0.293193	1.000000
0.857166	-0.497282	-1.000000
0.015703	-0.176742	1.000000
0.931043	0.001085	-1.000000
-0.270895	0.048568	1.000000
-0.050325	0.008877	1.000000
0.184184	-0.300477	1.000000
0.507270	0.322329	-1.000000
-0.297589	0.358874	1.000000
0.522375	-0.016191	-1.000000
-0.215843	-0.823929	-1.000000
-0.639283	0.159405	-1.000000
-0.088339	-0.919459	-1.000000
-0.428853	0.327687	-1.000000
0.351689	-0.661868	-1.000000
-0.921726	-0.006075	-1.000000
0.026047	-0.054166	1.000000
-0.753038	0.419189	-1.000000
-0.066455	-0.106329	1.000000
-0.646318	0.574965	-1.000000
-0.161829	-0.964337	-1.000000
-0.090572	0.012690	1.000000
0.426756	0.773159	-1.000000
0.141675	-0.506046	-1.000000
-0.656373	0.385328	-1.000000
-0.085679	-0.282295	1.000000
-0.498495	0.438827	-1.000000
-0.137193	-0.220035	1.000000
-0.465168	-0.007329	1.000000
0.179511	-0.381620	1.000000
-0.204843	0.112634	1.000000
0.265106	-0.902867	-1.000000
0.021463	0.225129	1.000000
-0.704015	0.118046	-1.000000
0.524365	-0.029464	-1.000000
-0.082417	0.001099	1.000000
-0.341067	0.759167	-1.000000
