5575	2.360686	0.721639	2
36479	10.102439	0.407184	3
66555	9.197442	0.873406	1
39502	9.289502	1.487052	3
65047	4.724452	1.423272	1
6739	3.021870	0.933469	2
52080	9.968008	0.988599	3
30060	10.565276	0.358284	3
27266	7.243561	0.724591	3
16085	4.758108	0.391284	2
75504	13.140982	1.649522	1
64535	11.566256	1.463083	1
344	1.534555	0.551126	2
5885	2.493582	1.407753	2
57916	1.263241	0.802987	1
16087	0.000000	1.482289	2
3378	3.267485	0.373888	2
7318	6.382678	1.274622	2
6071	0.000000	0.699162	2
18056	9.737497	0.521041	3
10195	1.488394	1.584439	2
64237	4.950667	0.553674	1
4735	7.538191	0.526567	2
57004	9.520048	1.508808	3
59656	11.709255	0.293444	3
67429	8.233747	0.462894	1
34593	10.551404	0.945193	3
5544	3.304636	0.741700	2
71252	12.624167	0.432682	1
65456	8.220003	1.280941	1
0	0.485056	0.006754	2
15751	11.531683	0.905190	3
19380	5.936569	1.168515	3
10754	7.450223	0.428582	2
77499	11.620061	0.519527	1
43796	10.074725	0.798067	3
36344	11.082517	1.677823	3
53934	0.833957	0.147325	1
26097	9.778257	0.294887	3
41704	11.614040	0.580586	3
28285	8.596306	1.159682	3
10163	4.382398	0.137262	2
70783	10.048461	1.036022	1
77727	12.669356	0.720186	1
25996	12.371524	0.393316	3
2126	0.000000	0.797373	2
33130	11.975563	1.311435	3
51350	11.933476	0.675808	3
74642	9.503163	1.681875	1
41480	11.887099	0.397596	3
9434	7.388561	1.127143	2
47170	7.265478	0.945337	3
29764	14.883832	0.068157	3
7040	1.762624	0.435883	2
41842	1.397679	0.947083	1
67119	11.019311	0.354721	1
51611	10.758195	0.832270	3
32803	10.081009	1.395204	3
41184	11.655081	1.241191	3
15461	10.481060	0.458135	3
24137	1.888462	0.829857	1
71495	9.945849	0.046103	1
24354	13.969186	0.249058	3
44387	12.522738	0.730056	3
31054	3.534440	0.861479	1
28827	3.713319	1.514082	1
15239	2.307958	0.202929	2
3769	0.000000	0.966560	2
70108	10.104890	0.947204	1
35486	3.893654	1.016074	1
30137	5.021238	0.893935	1
2700	0.000000	1.662896	2
35127	10.578282	0.299501	3
1769	0.000000	0.397467	2
10613	2.183504	0.524552	2
52769	3.308768	1.102249	1
15749	1.792523	1.458888	2
39050	12.529574	0.446690	3
30594	9.236961	0.898516	3
9872	2.142231	1.160308	2
17087	4.269579	0.105005	2
37859	9.813798	0.236052	3
23068	2.510620	1.679841	1
4201	0.000000	0.718917	2
33704	8.375577	1.626773	3
25130	9.183441	1.018951	3
14490	0.000000	0.666994	2
42267	1.754646	0.791663	1
35785	7.297907	0.859044	3
24095	12.732138	0.328347	3
57998	3.532632	1.147864	1
47822	11.033770	1.047175	3
53857	8.717905	1.166370	3
29158	10.435039	0.032550	3
59044	2.425851	0.928923	1
7188	6.859430	1.102125	2
15584	7.804997	1.106866	2
68545	7.764192	0.544523	1
37885	1.867694	1.492305	1
11675	0.000000	0.965238	2
9362	4.209006	1.400359	2
43141	10.305099	0.285260	3
49033	1.903840	0.127157	1
7074	0.000000	0.922921	2
5653	6.602935	1.565496	2
69414	8.840517	0.014964	1
30945	13.930963	0.358394	3
31658	10.006071	1.654830	3
43590	8.654556	1.640883	3
40811	4.106665	1.474069	1
33655	3.353844	0.115485	3
0	4.005393	1.095721	2
48480	4.812455	0.129195	1
7247	2.552614	0.906315	2
12722	3.203702	0.708987	2
27785	2.748390	1.477314	1
3304	3.479029	0.702639	2
26015	8.306328	0.836366	3
10450	9.669601	0.945875	3
31072	10.068061	0.794583	3
23694	7.954844	1.650536	3
75594	6.830768	1.260715	1
32836	8.671752	0.354612	3
35147	8.721497	0.478555	3
4869	1.137873	1.279402	2
6761	4.693173	0.590736	2
66640	8.505914	1.238994	1
27224	5.338056	1.294589	1
4418	0.995949	0.300533	2
13899	2.173828	1.375044	2
16721	1.473791	0.950057	2
12027	2.990869	0.477190	2
24715	7.283658	0.516659	3
4716	3.379906	0.193405	2
32354	9.731776	1.149439	3
9404	2.538302	1.591224	2
23537	15.636416	0.557840	3
35453	3.735247	1.131767	1
14445	2.370393	0.687203	2
50105	1.494171	0.911080	1
36769	3.846523	0.519208	1
71467	12.887681	1.419466	1
64525	9.012740	1.063552	1
72247	10.906012	1.494371	1
38915	9.002414	0.779021	3
0	0.000000	1.678605	2
38911	3.244416	0.461110	1
41996	7.476487	1.529570	3
74787	12.235174	1.588294	1
8645	3.164666	0.936938	2
23995	2.866057	1.021762	1
27461	4.671102	0.185428	1
7917	2.435567	0.140073	2
35858	8.890027	0.586629	3
15093	8.352892	0.432442	3
67619	11.553196	0.887398	1
44045	9.623254	1.068616	3
15432	1.943576	0.667013	2
18715	4.687513	1.175668	2
33568	3.474519	0.500515	1
73609	11.665559	0.299121	1
7849	3.368803	0.497031	2
33660	13.881485	0.603600	3
29765	8.594008	0.273830	3
28561	10.519212	0.275077	3
31384	11.205023	0.367163	3
77649	16.670351	1.042151	1
2360	8.412773	1.451716	3
12248	8.022982	0.445293	2
7671	4.159753	1.147626	2
72502	10.904655	0.536846	1
44528	13.802964	1.420400	3
11558	4.658171	0.253064	2
34771	10.416901	0.794292	3
39527	9.114082	0.814801	3
11845	1.960345	1.455638	2
27174	8.684967	1.424647	3
18669	0.000000	0.388324	2
34464	6.316446	1.350381	3
40902	10.110786	1.431158	3
9840	0.000000	0.045316	2
71202	12.463697	0.473125	1
68061	7.038856	0.674199	1
72233	10.817173	0.964983	1
55933	4.135097	0.241117	1
4950	3.868048	0.051333	2
35966	9.841189	0.395493	3
75565	19.449586	0.522037	1
23504	13.438208	1.391640	3
42726	12.888738	0.126762	3
59425	5.577482	0.478020	1
67136	9.245715	1.292156	1
10172	5.541110	1.612892	2
67910	14.164676	0.699114	1
27583	6.660636	0.575859	3
3276	2.346637	0.336468	2
68237	7.878622	0.341700	1
75585	13.090682	1.538565	1
1394	0.574135	0.651369	2
61996	13.273992	1.462083	1
0	3.648223	0.791493	2
16860	0.290055	0.943200	2
3925	5.962721	0.088125	2
3822	0.626076	0.956817	2
17344	4.288033	0.664098	2
70865	9.437965	1.531203	1
8921	2.624899	0.905664	2
